sno,Influencer_ID,Influencer_Name,Platform,Influencer_Tier,Followers,Likes,Comments,Shares,Campaign_ID,Campaign_Cost,Revenue,Campaign_Type,Total_Engagement,Engagement_Rate,Calculated_ROI,CPE,Data_Status,Is_Undervalued_Influencer
1178,INF0263,Influencer_263,Instagram,Macro,495209,36557,1943,418,CAM01311,62,22081,Promotion,38918,0.0786,355.1452,0.0016,Verified,Yes
1180,INF0263,Influencer_263,Facebook,Nano,782704,57169,6304,746,CAM01313,1695,45085,Giveaway,64219,0.082,25.5988,0.0264,Verified,Yes
1182,INF0224,Influencer_224,Youtube,Nano,698976,55123,6768,880,CAM01119,2834,47732,Product Launch,62771,0.0898,15.8426,0.0451,Verified,No
1183,INF0263,Influencer_263,Youtube,Mega,485716,24341,4269,501,CAM01315,4374,38748,Giveaway,29111,0.0599,7.8587,0.1503,Verified,No
1184,INF0264,Influencer_264,Instagram,Nano,654848,52752,5761,1890,CAM01316,4271,58860,Product Launch,60403,0.0922,12.7813,0.0707,Verified,No
1185,INF0264,Influencer_264,Youtube,Macro,868838,38641,6160,417,CAM01317,1330,30870,Promotion,45218,0.052,22.2105,0.0294,Verified,Yes
1188,INF0225,Influencer_225,Instagram,Macro,356933,5911,851,118,CAM01121,2484,12666,Giveaway,6880,0.0193,4.099,0.361,Verified,No
1189,INF0225,Influencer_225,Youtube,Macro,404923,22338,2641,896,CAM01122,2313,23771,Product Launch,25875,0.0639,9.2771,0.0894,Verified,No
1194,INF0265,Influencer_265,Instagram,Mega,733558,9599,1196,155,CAM01321,2452,13886,Giveaway,10950,0.0149,4.6631,0.2239,Verified,No
1195,INF0265,Influencer_265,Facebook,Micro,971055,47503,6815,616,CAM01322,4507,53798,Giveaway,54934,0.0566,10.9365,0.082,Verified,No
1196,INF0265,Influencer_265,Youtube,Micro,730411,45035,3372,1453,CAM01323,3970,37404,Giveaway,49860,0.0683,8.4217,0.0796,Verified,No
1200,INF0266,Influencer_266,Facebook,Nano,623207,44892,3100,1089,CAM01326,1839,37131,Promotion,49081,0.0788,19.1909,0.0375,Verified,No
1204,INF0266,Influencer_266,Instagram,Macro,301406,19653,1754,249,CAM01328,3179,24045,Giveaway,21656,0.0718,6.5637,0.1468,Verified,No
1205,INF0241,Influencer_241,Facebook,Micro,502738,16435,2031,214,CAM01201,631,13603,Promotion,18680,0.0372,20.5578,0.0338,Verified,No
1207,INF0241,Influencer_241,Instagram,Micro,918636,40494,7821,1820,CAM01202,1863,36726,Product Launch,50135,0.0546,18.7134,0.0372,Verified,No
1210,INF0267,Influencer_267,Facebook,Micro,816977,59713,4000,2443,CAM01331,3289,50291,Product Launch,66156,0.081,14.2907,0.0497,Verified,No
1212,INF0267,Influencer_267,Youtube,Micro,293759,18375,1145,746,CAM01332,327,12969,Product Launch,20266,0.069,38.6606,0.0161,Verified,Yes
1213,INF0241,Influencer_241,Youtube,Mega,719960,9328,1164,317,CAM01205,3239,17633,Product Launch,10809,0.015,4.444,0.2997,Verified,No
1214,INF0242,Influencer_242,Facebook,Mega,846442,26015,3974,1281,CAM01206,4273,36859,Promotion,31270,0.0369,7.626,0.1366,Verified,No
1215,INF0242,Influencer_242,Instagram,Micro,258808,24674,3035,939,CAM01207,2142,25025,Promotion,28648,0.1107,10.683,0.0748,Verified,No
1217,INF0226,Influencer_226,Youtube,Nano,881624,59534,5081,2294,CAM01126,4291,60855,Promotion,66909,0.0759,13.182,0.0641,Verified,No
1218,INF0226,Influencer_226,Instagram,Nano,299073,4188,391,117,CAM01127,3784,19334,Promotion,4696,0.0157,4.1094,0.8058,Verified,No
1221,INF0226,Influencer_226,Facebook,Nano,453333,6794,904,227,CAM01130,2001,10637,Promotion,7925,0.0175,4.3158,0.2525,Verified,No
1222,INF0227,Influencer_227,Facebook,Micro,80888,7490,1395,256,CAM01131,2643,11643,Promotion,9141,0.113,3.4052,0.2891,Verified,No
1224,INF0227,Influencer_227,Instagram,Macro,565931,55489,9209,790,CAM01132,494,44409,Promotion,65488,0.1157,88.8968,0.0075,Verified,Yes
1227,INF0227,Influencer_227,Youtube,Micro,488947,18024,2718,417,CAM01134,1858,16394,Product Launch,21159,0.0433,7.8235,0.0878,Verified,No
1228,INF0267,Influencer_267,Instagram,Macro,945258,65277,7882,2145,CAM01335,3923,67194,Promotion,75304,0.0797,16.1282,0.0521,Verified,No
1230,INF0268,Influencer_268,Facebook,Micro,517307,40711,3373,1128,CAM01336,402,28425,Giveaway,45212,0.0874,69.709,0.0089,Verified,Yes
1231,INF0228,Influencer_228,Youtube,Micro,49037,2339,389,55,CAM01136,4914,25223,Giveaway,2783,0.0568,4.1329,1.7657,Verified,No
1234,INF0228,Influencer_228,Facebook,Macro,364308,27971,1617,1233,CAM01137,3303,23256,Product Launch,30821,0.0846,6.0409,0.1072,Verified,No
1235,INF0268,Influencer_268,Instagram,Nano,524890,16769,2095,461,CAM01339,2065,13964,Product Launch,19325,0.0368,5.7622,0.1069,Verified,No
1237,INF0269,Influencer_269,Youtube,Micro,321562,14165,2301,196,CAM01341,3806,29813,Promotion,16662,0.0518,6.8332,0.2284,Verified,No
1238,INF0269,Influencer_269,Instagram,Micro,748895,38230,4192,878,CAM01342,1653,31032,Giveaway,43300,0.0578,17.7731,0.0382,Verified,No
1242,INF0229,Influencer_229,Youtube,Micro,904675,45976,2561,1799,CAM01141,3588,35484,Product Launch,50336,0.0556,8.8896,0.0713,Verified,No
1244,INF0229,Influencer_229,Facebook,Macro,79422,1617,223,59,CAM01143,2774,12089,Product Launch,1899,0.0239,3.358,1.4608,Verified,No
1247,INF0230,Influencer_230,Youtube,Nano,9314,713,48,28,CAM01146,611,865,Promotion,789,0.0847,0.4157,0.7744,Verified,No
1248,INF0230,Influencer_230,Facebook,Nano,264881,17550,3368,582,CAM01147,3581,19575,Giveaway,21500,0.0812,4.4664,0.1666,Verified,No
1251,INF0230,Influencer_230,Instagram,Macro,321580,10586,1305,278,CAM01150,4516,21577,Promotion,12169,0.0378,3.7779,0.3711,Verified,No
1253,INF0285,Influencer_285,Facebook,Macro,766372,33480,2835,1318,CAM01422,1768,29827,Product Launch,37633,0.0491,15.8705,0.047,Verified,No
1254,INF0285,Influencer_285,Youtube,Micro,725305,58595,5676,2729,CAM01423,1002,47592,Product Launch,67000,0.0924,46.497,0.015,Verified,Yes
1255,INF0285,Influencer_285,Instagram,Micro,367590,24346,2445,449,CAM01424,4892,25696,Promotion,27240,0.0741,4.2527,0.1796,Verified,No
1257,INF0286,Influencer_286,Facebook,Nano,45772,4458,515,198,CAM01426,1846,5086,Giveaway,5171,0.113,1.7551,0.357,Verified,No
1259,INF0286,Influencer_286,Youtube,Nano,448185,40832,6639,1206,CAM01428,1090,35918,Promotion,48677,0.1086,31.9523,0.0224,Verified,Yes
1262,INF0287,Influencer_287,Youtube,Micro,718116,56039,8183,829,CAM01431,2492,48344,Promotion,65051,0.0906,18.3997,0.0383,Verified,No
1263,INF0287,Influencer_287,Facebook,Macro,893791,10550,1936,345,CAM01432,1721,15556,Product Launch,12831,0.0144,8.0389,0.1341,Verified,No
1264,INF0287,Influencer_287,Instagram,Nano,598456,16210,1078,629,CAM01433,303,11183,Giveaway,17917,0.0299,35.9076,0.0169,Verified,Yes
1267,INF0288,Influencer_288,Instagram,Nano,104021,10161,2011,309,CAM01436,3643,22820,Promotion,12481,0.12,5.2641,0.2919,Verified,No
1269,INF0288,Influencer_288,Youtube,Nano,674954,40495,6517,1213,CAM01438,899,35921,Promotion,48225,0.0714,38.9566,0.0186,Verified,Yes
1271,INF0288,Influencer_288,Facebook,Macro,873590,18708,2231,819,CAM01440,769,15913,Giveaway,21758,0.0249,19.6931,0.0353,Verified,No
1272,INF0289,Influencer_289,Youtube,Nano,683067,50556,3286,573,CAM01441,3720,39160,Product Launch,54415,0.0797,9.5269,0.0684,Verified,No
1276,INF0289,Influencer_289,Facebook,Micro,444697,20751,1589,298,CAM01445,4001,31614,Product Launch,22638,0.0509,6.9015,0.1767,Verified,No
1277,INF0290,Influencer_290,Instagram,Micro,310799,4640,525,177,CAM01446,1261,7085,Giveaway,5342,0.0172,4.6186,0.2361,Verified,No
1279,INF0290,Influencer_290,Facebook,Micro,283068,15987,2542,530,CAM01448,73,13101,Giveaway,19059,0.0673,178.4658,0.0038,Verified,Yes
1282,INF0291,Influencer_291,Youtube,Micro,62160,5596,715,182,CAM01451,2271,8047,Promotion,6493,0.1045,2.5434,0.3498,Verified,No
1283,INF0291,Influencer_291,Instagram,Nano,540068,34694,4646,367,CAM01452,2553,32957,Promotion,39707,0.0735,11.9091,0.0643,Verified,No
1287,INF0292,Influencer_292,Instagram,Nano,771625,51639,4815,1835,CAM01456,480,38992,Promotion,58289,0.0755,80.2333,0.0082,Verified,Yes
1289,INF0292,Influencer_292,Facebook,Mega,449402,15155,2927,517,CAM01458,3980,28014,Product Launch,18599,0.0414,6.0387,0.214,Verified,No
1292,INF0293,Influencer_293,Youtube,Mega,953155,30773,3876,1347,CAM01461,3498,32179,Promotion,35996,0.0378,8.1993,0.0972,Verified,No
1294,INF0293,Influencer_293,Facebook,Nano,452457,42824,7960,1399,CAM01463,2065,46040,Promotion,52183,0.1153,21.2954,0.0396,Verified,Yes
1297,INF0294,Influencer_294,Instagram,Micro,598726,17098,3103,279,CAM01466,4146,19705,Promotion,20480,0.0342,3.7528,0.2024,Verified,No
1298,INF0294,Influencer_294,Facebook,Nano,380989,27533,2958,1232,CAM01467,3796,24815,Product Launch,31723,0.0833,5.5371,0.1197,Verified,No
1302,INF0295,Influencer_295,Youtube,Micro,668242,31303,2926,331,CAM01471,1769,26580,Product Launch,34560,0.0517,14.0254,0.0512,Verified,No
1303,INF0295,Influencer_295,Instagram,Nano,917101,40094,3104,1090,CAM01472,885,28750,Giveaway,44288,0.0483,31.4859,0.02,Verified,Yes
1306,INF0295,Influencer_295,Facebook,Micro,398477,30762,1971,938,CAM01475,4628,24707,Product Launch,33671,0.0845,4.3386,0.1374,Verified,No
1307,INF0296,Influencer_296,Instagram,Nano,594397,45096,4850,2155,CAM01476,4975,39989,Giveaway,52101,0.0877,7.038,0.0955,Verified,No
1309,INF0175,Influencer_175,Youtube,Micro,492966,36236,6824,568,CAM00871,2989,40741,Promotion,43628,0.0885,12.6303,0.0685,Verified,No
1310,INF0175,Influencer_175,Facebook,Nano,179838,11703,1122,269,CAM00872,3200,23516,Giveaway,13094,0.0728,6.3488,0.2444,Verified,No
1312,INF0175,Influencer_175,Instagram,Macro,760144,16651,3274,554,CAM00874,1329,15073,Product Launch,20479,0.0269,10.3416,0.0649,Verified,No
1314,INF0176,Influencer_176,Facebook,Nano,155721,3904,466,44,CAM00876,3825,13391,Giveaway,4414,0.0283,2.5009,0.8666,Verified,No
1318,INF0176,Influencer_176,Youtube,Micro,108357,6896,1374,189,CAM00880,3781,7805,Product Launch,8459,0.0781,1.0643,0.447,Verified,No
1320,INF0312,Influencer_312,Instagram,Micro,82991,4889,766,90,CAM01557,3558,7568,Promotion,5745,0.0692,1.127,0.6193,Verified,No
1321,INF0312,Influencer_312,Facebook,Micro,92627,5583,1035,80,CAM01558,1950,10448,Product Launch,6698,0.0723,4.3579,0.2911,Verified,No
1324,INF0313,Influencer_313,Youtube,Nano,548374,41572,7516,578,CAM01561,4966,54247,Giveaway,49666,0.0906,9.9237,0.1,Verified,No
1328,INF0313,Influencer_313,Instagram,Micro,300355,26331,3089,329,CAM01565,4453,34494,Promotion,29749,0.099,6.7462,0.1497,Verified,No
1329,INF0314,Influencer_314,Instagram,Micro,189088,14544,1994,371,CAM01566,4699,19219,Giveaway,16909,0.0894,3.09,0.2779,Verified,No
1331,INF0314,Influencer_314,Facebook,Nano,138046,11972,1061,355,CAM01568,2269,16600,Promotion,13388,0.097,6.316,0.1695,Verified,No
1332,INF0314,Influencer_314,Youtube,Nano,964660,61308,3894,2099,CAM01569,329,42277,Product Launch,67301,0.0698,127.5015,0.0049,Verified,Yes
1334,INF0315,Influencer_315,Youtube,Micro,941951,77851,8178,1765,CAM01571,2472,62447,Giveaway,87794,0.0932,24.2617,0.0282,Verified,Yes
1337,INF0315,Influencer_315,Instagram,Macro,708161,10138,1686,332,CAM01574,3329,21100,Giveaway,12156,0.0172,5.3382,0.2739,Verified,No
1338,INF0315,Influencer_315,Facebook,Macro,430791,26478,2331,506,CAM01575,684,20500,Promotion,29315,0.068,28.9708,0.0233,Verified,Yes
1339,INF0316,Influencer_316,Youtube,Micro,126607,2597,513,58,CAM01576,2354,3682,Product Launch,3168,0.025,0.5641,0.7431,Verified,No
1340,INF0316,Influencer_316,Facebook,Micro,461725,29039,1730,1292,CAM01577,3102,27532,Giveaway,32061,0.0694,7.8756,0.0968,Verified,No
1341,INF0316,Influencer_316,Instagram,Macro,695911,52536,3193,676,CAM01578,1830,40821,Giveaway,56405,0.0811,21.3066,0.0324,Verified,Yes
1344,INF0317,Influencer_317,Facebook,Nano,180340,17141,1221,612,CAM01581,4564,31229,Giveaway,18974,0.1052,5.8425,0.2405,Verified,No
1346,INF0317,Influencer_317,Youtube,Nano,838876,27464,3172,846,CAM01583,164,20275,Product Launch,31482,0.0375,122.628,0.0052,Verified,Yes
1347,INF0317,Influencer_317,Instagram,Nano,681928,8203,478,99,CAM01584,3726,18232,Giveaway,8780,0.0129,3.8932,0.4244,Verified,No
1348,INF0242,Influencer_242,Youtube,Macro,717605,67500,11134,2451,CAM01208,316,56431,Promotion,81085,0.113,177.5791,0.0039,Verified,Yes
1350,INF0318,Influencer_318,Instagram,Micro,246256,31960,1146,134,CAM01586,3448,21445,Promotion,33240,0.135,5.2195,0.1037,Verified,No
1351,INF0318,Influencer_318,Youtube,Mega,927184,28596,2207,1212,CAM01587,3545,36818,Giveaway,32015,0.0345,9.3859,0.1107,Verified,No
1353,INF0318,Influencer_318,Facebook,Micro,195941,5236,1029,260,CAM01588,3398,8510,Giveaway,6525,0.0333,1.5044,0.5208,Verified,No
1357,INF0319,Influencer_319,Instagram,Macro,181786,12479,1957,468,CAM01591,118,10248,Giveaway,14904,0.082,85.8475,0.0079,Verified,Yes
1358,INF0243,Influencer_243,Facebook,Micro,70893,1425,128,42,CAM01211,2780,7687,Promotion,1595,0.0225,1.7651,1.7429,Verified,No
1359,INF0319,Influencer_319,Youtube,Micro,642404,61691,11628,1745,CAM01592,2422,54762,Giveaway,75064,0.1168,21.6102,0.0323,Verified,Yes
1365,INF0320,Influencer_320,Facebook,Micro,87332,3116,602,122,CAM01596,1993,11028,Product Launch,3840,0.044,4.5334,0.519,Verified,No
1366,INF0320,Influencer_320,Instagram,Nano,581069,47870,7126,1240,CAM01597,1025,41320,Promotion,56236,0.0968,39.3122,0.0182,Verified,Yes
1367,INF0243,Influencer_243,Instagram,Micro,290372,8161,506,236,CAM01214,3450,8352,Giveaway,8903,0.0307,1.4209,0.3875,Verified,No
1372,INF0244,Influencer_244,Facebook,Mega,373646,10685,1935,119,CAM01216,3964,19535,Promotion,12739,0.0341,3.9281,0.3112,Verified,No
1373,INF0321,Influencer_321,Instagram,Micro,517307,2061,253,65,CAM01601,2742,8440,Product Launch,2379,0.0046,2.078,1.1526,Verified,No
1374,INF0321,Influencer_321,Youtube,Macro,24259,1101,119,23,CAM01602,563,1767,Giveaway,1243,0.0512,2.1385,0.4529,Verified,No
1376,INF0321,Influencer_321,Facebook,Nano,210137,3422,518,57,CAM01603,2550,7250,Promotion,3997,0.019,1.8431,0.638,Verified,No
1380,INF0322,Influencer_322,Facebook,Nano,480490,41448,2131,1082,CAM01606,3166,38214,Product Launch,44661,0.0929,11.0701,0.0709,Verified,No
1383,INF0322,Influencer_322,Youtube,Nano,82588,6134,1099,99,CAM01608,1290,7927,Giveaway,7332,0.0888,5.145,0.1759,Verified,No
1386,INF0245,Influencer_245,Instagram,Nano,381572,5922,930,206,CAM01221,1399,10535,Product Launch,7058,0.0185,6.5304,0.1982,Verified,No
1388,INF0323,Influencer_323,Facebook,Mega,326259,25550,3237,913,CAM01611,4530,38937,Promotion,29700,0.091,7.5954,0.1525,Verified,No
1393,INF0323,Influencer_323,Instagram,Micro,287172,3771,420,81,CAM01614,2716,10827,Product Launch,4272,0.0149,2.9864,0.6358,Verified,No
1394,INF0245,Influencer_245,Facebook,Macro,837659,27880,1502,596,CAM01224,3999,32969,Product Launch,29978,0.0358,7.2443,0.1334,Verified,No
1395,INF0323,Influencer_323,Youtube,Micro,81722,4178,589,142,CAM01615,812,5046,Product Launch,4909,0.0601,5.2143,0.1654,Verified,No
1397,INF0324,Influencer_324,Facebook,Micro,517307,24232,2174,762,CAM01616,147,17176,Promotion,27168,0.0525,115.8435,0.0054,Verified,Yes
1398,INF0246,Influencer_246,Youtube,Macro,242540,6571,1135,96,CAM01226,4136,15069,Product Launch,7802,0.0322,2.6434,0.5301,Verified,No
1399,INF0324,Influencer_324,Youtube,Mega,879383,41960,2525,296,CAM01617,3516,26291,Giveaway,44781,0.0509,6.4775,0.0785,Verified,No
1400,INF0246,Influencer_246,Instagram,Micro,426910,25392,2992,425,CAM01227,198,19001,Giveaway,28809,0.0675,94.9646,0.0069,Verified,Yes
1405,INF0324,Influencer_324,Instagram,Nano,609530,8048,1003,258,CAM01620,4667,8652,Promotion,9309,0.0153,0.8539,0.5013,Verified,No
1407,INF0325,Influencer_325,Instagram,Nano,301572,7832,687,332,CAM01621,1613,8021,Product Launch,8851,0.0293,3.9727,0.1822,Verified,No
1408,INF0247,Influencer_247,Facebook,Micro,221994,9892,1762,395,CAM01231,4848,13366,Giveaway,12049,0.0543,1.757,0.4024,Verified,No
1409,INF0325,Influencer_325,Youtube,Mega,391659,23159,1276,389,CAM01622,3277,18098,Product Launch,24824,0.0634,4.5227,0.132,Verified,No
1412,INF0247,Influencer_247,Instagram,Micro,265019,7713,987,223,CAM01233,1403,7299,Product Launch,8923,0.0337,4.2024,0.1572,Verified,No
1413,INF0325,Influencer_325,Facebook,Micro,34717,2492,280,89,CAM01624,150,2328,Giveaway,2861,0.0824,14.52,0.0524,Verified,No
1417,INF0248,Influencer_248,Facebook,Micro,409654,22593,3588,328,CAM01236,302,18371,Promotion,26509,0.0647,59.8311,0.0114,Verified,Yes
1418,INF0326,Influencer_326,Youtube,Macro,278845,17990,3497,604,CAM01626,1029,17887,Giveaway,22091,0.0792,16.3829,0.0466,Verified,No
1420,INF0326,Influencer_326,Facebook,Macro,100280,9377,1634,214,CAM01627,4626,15347,Giveaway,11225,0.1119,2.3176,0.4121,Verified,No
1424,INF0248,Influencer_248,Youtube,Micro,448628,25670,3745,603,CAM01239,2225,26875,Giveaway,30018,0.0669,11.0787,0.0741,Verified,No
1427,INF0327,Influencer_327,Youtube,Micro,464723,20897,3758,814,CAM01631,2218,25467,Giveaway,25469,0.0548,10.482,0.0871,Verified,No
1428,INF0249,Influencer_249,Facebook,Micro,783533,70931,6394,1874,CAM01241,4773,66749,Product Launch,79199,0.1011,12.9847,0.0603,Verified,No
1429,INF0249,Influencer_249,Youtube,Nano,440717,31605,5652,428,CAM01242,4035,35107,Giveaway,37685,0.0855,7.7006,0.1071,Verified,No
1430,INF0327,Influencer_327,Facebook,Micro,504447,21205,1963,361,CAM01632,4345,32208,Giveaway,23529,0.0466,6.4127,0.1847,Verified,No
1435,INF0249,Influencer_249,Instagram,Nano,491643,40136,3847,518,CAM01245,839,28783,Promotion,44501,0.0905,33.3063,0.0189,Verified,Yes
1437,INF0250,Influencer_250,Facebook,Macro,911976,19815,2018,838,CAM01246,3574,17067,Product Launch,22671,0.0249,3.7753,0.1576,Verified,No
1438,INF0328,Influencer_328,Facebook,Micro,852118,62808,10186,1122,CAM01636,2381,60380,Product Launch,74116,0.087,24.3591,0.0321,Verified,Yes
1439,INF0250,Influencer_250,Youtube,Micro,298915,31960,1167,230,CAM01247,2761,17721,Giveaway,33357,0.1116,5.4183,0.0828,Verified,No
1443,INF0251,Influencer_251,Youtube,Micro,488849,37484,5595,907,CAM01251,155,29231,Product Launch,43986,0.09,187.5871,0.0035,Verified,Yes
1444,INF0251,Influencer_251,Facebook,Mega,722565,8842,447,168,CAM01252,4947,26851,Promotion,9457,0.0131,4.4277,0.5231,Verified,No
1446,INF0251,Influencer_251,Instagram,Mega,653168,41960,3153,866,CAM01254,348,16742,Giveaway,45979,0.0704,47.1092,0.0076,Verified,Yes
1448,INF0252,Influencer_252,Youtube,Macro,377356,33960,5496,387,CAM01256,4337,29916,Product Launch,39843,0.1056,5.8979,0.1089,Verified,No
1450,INF0252,Influencer_252,Facebook,Mega,863781,9981,1322,442,CAM01257,288,8597,Giveaway,11745,0.0136,28.8507,0.0245,Verified,Yes
1451,INF0328,Influencer_328,Youtube,Nano,341526,6905,1180,138,CAM01638,4005,10463,Giveaway,8223,0.0241,1.6125,0.487,Verified,No
1453,INF0328,Influencer_328,Instagram,Micro,663165,10816,583,221,CAM01639,3002,10524,Promotion,11620,0.0175,2.5057,0.2583,Verified,No
1456,INF0252,Influencer_252,Instagram,Nano,887226,71951,10497,3175,CAM01260,882,62013,Giveaway,85623,0.0965,69.3095,0.0103,Verified,Yes
1457,INF0329,Influencer_329,Facebook,Macro,642844,26051,1736,550,CAM01641,1295,22376,Giveaway,28337,0.0441,16.2788,0.0457,Verified,No
1458,INF0253,Influencer_253,Instagram,Micro,216432,3607,717,94,CAM01261,1579,7820,Product Launch,4418,0.0204,3.9525,0.3574,Verified,No
1459,INF0329,Influencer_329,Instagram,Nano,99841,2468,284,69,CAM01642,2888,9685,Product Launch,2821,0.0283,2.3535,1.0238,Verified,No
1462,INF0253,Influencer_253,Youtube,Nano,213854,19752,2365,247,CAM01263,4370,19243,Giveaway,22364,0.1046,3.4034,0.1954,Verified,No
1467,INF0254,Influencer_254,Youtube,Nano,571059,27801,2587,1097,CAM01266,4995,35692,Promotion,31485,0.0551,6.1455,0.1586,Verified,No
1468,INF0330,Influencer_330,Instagram,Micro,315731,7331,973,294,CAM01646,2111,14062,Product Launch,8598,0.0272,5.6613,0.2455,Verified,No
1470,INF0330,Influencer_330,Youtube,Micro,971535,23298,3494,797,CAM01647,632,21205,Giveaway,27589,0.0284,32.5522,0.0229,Verified,Yes
1471,INF0254,Influencer_254,Instagram,Micro,547707,48596,9272,2050,CAM01268,594,44074,Giveaway,59918,0.1094,73.1987,0.0099,Verified,Yes
1475,INF0254,Influencer_254,Facebook,Nano,99843,9639,934,134,CAM01270,3987,9506,Giveaway,10707,0.1072,1.3842,0.3724,Verified,No
1476,INF0330,Influencer_330,Facebook,Nano,287422,25600,2439,921,CAM01650,2926,24917,Giveaway,28960,0.1008,7.5157,0.101,Verified,No
1477,INF0255,Influencer_255,Instagram,Nano,823922,54797,5741,1721,CAM01271,3441,53555,Giveaway,62259,0.0756,14.5638,0.0553,Verified,No
1478,INF0331,Influencer_331,Youtube,Micro,645576,40353,2390,1461,CAM01651,3287,35893,Product Launch,44204,0.0685,9.9197,0.0744,Verified,No
1479,INF0255,Influencer_255,Facebook,Macro,932310,89699,3193,2923,CAM01272,2806,76720,Product Launch,95815,0.1028,26.3414,0.0293,Verified,No
1480,INF0255,Influencer_255,Youtube,Macro,295366,3294,557,95,CAM01273,3414,5220,Giveaway,3946,0.0134,0.529,0.8652,Verified,No
1481,INF0331,Influencer_331,Instagram,Macro,885094,61954,5967,1344,CAM01652,1999,50661,Giveaway,69265,0.0783,24.3432,0.0289,Verified,Yes
1486,INF0256,Influencer_256,Instagram,Nano,682065,14459,2809,312,CAM01276,3427,15153,Promotion,17580,0.0258,3.4217,0.1949,Verified,No
1488,INF0256,Influencer_256,Youtube,Nano,220188,8606,1637,211,CAM01277,2244,12004,Promotion,10454,0.0475,4.3494,0.2147,Verified,No
1489,INF0332,Influencer_332,Youtube,Micro,749935,21961,1310,724,CAM01656,4890,26833,Product Launch,23995,0.032,4.4873,0.2038,Verified,No
